@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,Country,Indicator,Subject,Measure,Frequency
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1960-11,1960-11-01,100.5464,100.5464,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1960-12,1960-12-01,100.5682,100.5682,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-01,1961-01-01,100.6182,100.6182,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-02,1961-02-01,100.6716,100.6716,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-03,1961-03-01,100.7426,100.7426,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-04,1961-04-01,100.8682,100.8682,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-05,1961-05-01,101.0732,101.0732,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-06,1961-06-01,101.2812,101.2812,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-07,1961-07-01,101.3811,101.3811,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-08,1961-08-01,101.29,101.29,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-09,1961-09-01,101.1245,101.1245,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-10,1961-10-01,101.0416,101.0416,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-11,1961-11-01,101.1519,101.1519,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1961-12,1961-12-01,101.3526,101.3526,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-01,1962-01-01,101.4959,101.4959,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-02,1962-02-01,101.4678,101.4678,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-03,1962-03-01,101.3242,101.3242,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-04,1962-04-01,101.1372,101.1372,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-05,1962-05-01,100.9557,100.9557,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-06,1962-06-01,100.811,100.811,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-07,1962-07-01,100.7438,100.7438,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-08,1962-08-01,100.7956,100.7956,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-09,1962-09-01,100.9218,100.9218,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-10,1962-10-01,101.0772,101.0772,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-11,1962-11-01,101.2282,101.2282,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1962-12,1962-12-01,101.3343,101.3343,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-01,1963-01-01,101.3353,101.3353,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-02,1963-02-01,101.1828,101.1828,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-03,1963-03-01,100.9767,100.9767,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-04,1963-04-01,100.8465,100.8465,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-05,1963-05-01,100.8861,100.8861,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-06,1963-06-01,101.0127,101.0127,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-07,1963-07-01,101.1175,101.1175,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-08,1963-08-01,101.1295,101.1295,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-09,1963-09-01,101.1006,101.1006,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-10,1963-10-01,101.1132,101.1132,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-11,1963-11-01,101.2279,101.2279,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1963-12,1963-12-01,101.3897,101.3897,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-01,1964-01-01,101.5201,101.5201,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-02,1964-02-01,101.5619,101.5619,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-03,1964-03-01,101.5548,101.5548,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-04,1964-04-01,101.5536,101.5536,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-05,1964-05-01,101.5946,101.5946,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-06,1964-06-01,101.6563,101.6563,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-07,1964-07-01,101.7035,101.7035,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-08,1964-08-01,101.7106,101.7106,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-09,1964-09-01,101.6993,101.6993,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-10,1964-10-01,101.7032,101.7032,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-11,1964-11-01,101.751,101.751,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1964-12,1964-12-01,101.8337,101.8337,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-01,1965-01-01,101.9425,101.9425,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-02,1965-02-01,102.0709,102.0709,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-03,1965-03-01,102.1907,102.1907,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-04,1965-04-01,102.2616,102.2616,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-05,1965-05-01,102.2487,102.2487,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-06,1965-06-01,102.1896,102.1896,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-07,1965-07-01,102.1264,102.1264,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-08,1965-08-01,102.0832,102.0832,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-09,1965-09-01,102.049,102.049,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-10,1965-10-01,102.0003,102.0003,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-11,1965-11-01,101.9154,101.9154,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1965-12,1965-12-01,101.8024,101.8024,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1966-01,1966-01-01,101.6667,101.6667,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1966-02,1966-02-01,101.5072,101.5072,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,USA.CCI.AMPLITUD.LTRENDIDX.M,United States – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1966-03,1966-03-01,101.3338,101.3338,USA,CCI,AMPLITUD,LTRENDIDX,M,United States,Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
